Model Name,Model Type,Model Version,Date,Daily Volume,Performance Metrics,Company Name
Model 42,Classification,[3],1/8/2022,[4750],"[[0.88, 0.84, 0.74]]",Allstate
Model 42,Classification,[3],1/9/2022,[1689],"[[0.88, 0.77, 0.88]]",Allstate
Model 42,Classification,[3],1/10/2022,[1966],"[[0.8, 0.73, 0.91]]",Allstate
Model 42,Classification,[3],1/11/2022,[4927],"[[0.92, 0.71, 0.72]]",Allstate
Model 42,Classification,[3],1/12/2022,[2713],"[[0.76, 0.78, 0.73]]",Allstate
Model 42,Classification,[3],1/13/2022,[2453],"[[0.8, 0.9, 0.8]]",Allstate
Model 42,Classification,[3],1/14/2022,[4459],"[[0.7, 0.83, 0.82]]",Allstate
Model 42,Classification,[3],1/15/2022,[3107],"[[0.8, 0.89, 0.74]]",Allstate
Model 42,Classification,[3],1/16/2022,[3811],"[[0.73, 0.86, 0.86]]",Allstate
Model 42,Classification,[3],1/17/2022,[1035],"[[0.71, 0.78, 0.84]]",Allstate
Model 42,Classification,[3],1/18/2022,[2421],"[[0.92, 0.81, 0.72]]",Allstate
Model 42,Classification,[3],1/19/2022,[3192],"[[0.88, 0.93, 0.93]]",Allstate
Model 42,Classification,[3],1/20/2022,[3032],"[[0.8, 0.7, 0.83]]",Allstate
Model 42,Classification,[3],1/21/2022,[1608],"[[0.87, 0.83, 0.75]]",Allstate
Model 42,Classification,[3],1/22/2022,[3339],"[[0.75, 0.87, 0.71]]",Allstate
Model 42,Classification,[3],1/23/2022,[4541],"[[0.79, 0.74, 0.7]]",Allstate
Model 42,Classification,[3],1/24/2022,[1588],"[[0.94, 0.78, 0.73]]",Allstate
Model 42,Classification,[3],1/25/2022,[2284],"[[0.86, 0.85, 0.83]]",Allstate
Model 42,Classification,[3],1/26/2022,[1628],"[[0.77, 0.91, 0.8]]",Allstate
Model 42,Classification,[3],1/27/2022,[4069],"[[0.9, 0.93, 0.81]]",Allstate
Model 42,Classification,[3],1/28/2022,[1037],"[[0.83, 0.75, 0.91]]",Allstate
Model 42,Classification,[3],1/29/2022,[3442],"[[0.79, 0.78, 0.7]]",Allstate
Model 42,Classification,[3],1/30/2022,[3598],"[[0.8, 0.85, 0.87]]",Allstate
Model 42,Classification,[3],1/31/2022,[1692],"[[0.73, 0.94, 0.93]]",Allstate
Model 42,Classification,[3],2/1/2022,[3966],"[[0.85, 0.88, 0.7]]",Allstate
Model 42,Classification,[3],2/2/2022,[4089],"[[0.77, 0.71, 0.86]]",Allstate
Model 42,Classification,[3],2/3/2022,[3000],"[[0.83, 0.71, 0.7]]",Allstate
Model 42,Classification,[3],2/4/2022,[4745],"[[0.9, 0.7, 0.91]]",Allstate
Model 42,Classification,[3],2/5/2022,[1364],"[[0.87, 0.85, 0.9]]",Allstate
Model 42,Classification,[3],2/6/2022,[3899],"[[0.9, 0.71, 0.8]]",Allstate
Model 42,Classification,[3],2/7/2022,[4317],"[[0.82, 0.87, 0.85]]",Allstate
Model 42,Classification,[3],2/8/2022,[2939],"[[0.73, 0.94, 0.72]]",Allstate
Model 42,Classification,[3],2/9/2022,[3520],"[[0.82, 0.78, 0.88]]",Allstate
Model 42,Classification,[3],2/10/2022,[1721],"[[0.71, 0.73, 0.8]]",Allstate
Model 42,Classification,[3],2/11/2022,[4649],"[[0.92, 0.79, 0.77]]",Allstate
Model 42,Classification,[3],2/12/2022,[2417],"[[0.76, 0.73, 0.84]]",Allstate
Model 42,Classification,[3],2/13/2022,[4786],"[[0.93, 0.92, 0.88]]",Allstate
Model 42,Classification,[3],2/14/2022,[1651],"[[0.74, 0.78, 0.95]]",Allstate
Model 42,Classification,[3],2/15/2022,[4468],"[[0.75, 0.86, 0.71]]",Allstate
Model 42,Classification,[3],2/16/2022,[4905],"[[0.71, 0.89, 0.92]]",Allstate
Model 42,Classification,[3],2/17/2022,[1411],"[[0.77, 0.75, 0.89]]",Allstate
Model 42,Classification,[3],2/18/2022,[4290],"[[0.92, 0.75, 0.95]]",Allstate
Model 42,Classification,[3],2/19/2022,[2500],"[[0.74, 0.71, 0.77]]",Allstate
Model 42,Classification,[3],2/20/2022,[1422],"[[0.73, 0.7, 0.81]]",Allstate
Model 42,Classification,[3],2/21/2022,[1945],"[[0.94, 0.75, 0.71]]",Allstate
Model 42,Classification,[3],2/22/2022,[2637],"[[0.81, 0.91, 0.76]]",Allstate
Model 42,Classification,[3],2/23/2022,[2563],"[[0.75, 0.84, 0.73]]",Allstate
Model 42,Classification,[3],2/24/2022,[1742],"[[0.79, 0.88, 0.91]]",Allstate
Model 42,Classification,[3],2/25/2022,[4793],"[[0.89, 0.88, 0.7]]",Allstate
Model 42,Classification,[3],2/26/2022,[3305],"[[0.74, 0.78, 0.82]]",Allstate
Model 42,Classification,[3],2/27/2022,[4270],"[[0.9, 0.9, 0.78]]",Allstate
Model 42,Classification,[3],2/28/2022,[1367],"[[0.88, 0.8, 0.75]]",Allstate
Model 42,Classification,[3],3/1/2022,[2870],"[[0.75, 0.85, 0.92]]",Allstate
Model 42,Classification,[3],3/2/2022,[1674],"[[0.73, 0.77, 0.76]]",Allstate
Model 42,Classification,[3],3/3/2022,[2021],"[[0.75, 0.81, 0.76]]",Allstate
Model 42,Classification,[3],3/4/2022,[1895],"[[0.73, 0.78, 0.85]]",Allstate
Model 42,Classification,[3],3/5/2022,[4164],"[[0.84, 0.79, 0.92]]",Allstate
Model 42,Classification,[3],3/6/2022,[1180],"[[0.95, 0.77, 0.77]]",Allstate
Model 42,Classification,[3],3/7/2022,[1721],"[[0.74, 0.7, 0.88]]",Allstate
Model 42,Classification,[3],3/8/2022,[2194],"[[0.94, 0.86, 0.94]]",Allstate
Model 42,Classification,[3],3/9/2022,[1756],"[[0.94, 0.89, 0.75]]",Allstate
Model 42,Classification,[3],3/10/2022,[2141],"[[0.74, 0.91, 0.93]]",Allstate
Model 42,Classification,[3],3/11/2022,[3093],"[[0.75, 0.77, 0.88]]",Allstate
Model 43,Regression,[1],10/13/2023,[1163],[1.0],Liberty Mutual
Model 43,Regression,[1],10/14/2023,[2102],[3.22],Liberty Mutual
Model 43,Regression,[1],10/15/2023,[3073],[0.78],Liberty Mutual
Model 43,Regression,[1],10/16/2023,[4727],[4.35],Liberty Mutual
Model 43,Regression,[1],10/17/2023,[4730],[4.26],Liberty Mutual
Model 43,Regression,[1],10/18/2023,[3830],[0.7],Liberty Mutual
Model 43,Regression,[1],10/19/2023,[4433],[2.07],Liberty Mutual
Model 43,Regression,[1],10/20/2023,[4045],[3.33],Liberty Mutual
Model 43,Regression,[1],10/21/2023,[3128],[1.88],Liberty Mutual
Model 43,Regression,[1],10/22/2023,[2984],[1.4],Liberty Mutual
Model 43,Regression,[1],10/23/2023,[2513],[2.67],Liberty Mutual
Model 43,Regression,[1],10/24/2023,[3353],[1.79],Liberty Mutual
Model 43,Regression,[1],10/25/2023,[1937],[3.24],Liberty Mutual
Model 43,Regression,[1],10/26/2023,[1402],[2.4],Liberty Mutual
Model 43,Regression,[1],10/27/2023,[4895],[1.91],Liberty Mutual
Model 43,Regression,[1],10/28/2023,[4994],[0.82],Liberty Mutual
Model 43,Regression,[1],10/29/2023,[3729],[2.55],Liberty Mutual
Model 43,Regression,[1],10/30/2023,[4568],[1.74],Liberty Mutual
Model 43,Regression,[1],10/31/2023,[2242],[2.27],Liberty Mutual
Model 43,Regression,[1],11/1/2023,[1443],[1.21],Liberty Mutual
Model 43,Regression,[1],11/2/2023,[3620],[3.54],Liberty Mutual
Model 43,Regression,[1],11/3/2023,[1858],[0.84],Liberty Mutual
Model 43,Regression,[1],11/4/2023,[2887],[1.07],Liberty Mutual
Model 43,Regression,[1],11/5/2023,[3788],[3.59],Liberty Mutual
Model 43,Regression,[1],11/6/2023,[1188],[1.59],Liberty Mutual
Model 43,Regression,[1],11/7/2023,[2950],[2.84],Liberty Mutual
Model 43,Regression,[1],11/8/2023,[4563],[4.62],Liberty Mutual
Model 43,Regression,[1],11/9/2023,[2109],[2.18],Liberty Mutual
Model 43,Regression,[1],11/10/2023,[4725],[3.14],Liberty Mutual
Model 43,Regression,[1],11/11/2023,[2829],[1.05],Liberty Mutual
Model 43,Regression,[1],11/12/2023,[2157],[2.6],Liberty Mutual
Model 43,Regression,[1],11/13/2023,[4938],[4.06],Liberty Mutual
Model 43,Regression,[1],11/14/2023,[4739],[1.52],Liberty Mutual
Model 43,Regression,[1],11/15/2023,[2329],[0.22],Liberty Mutual
Model 43,Regression,[1],11/16/2023,[3897],[2.1],Liberty Mutual
Model 43,Regression,[1],11/17/2023,[3641],[2.16],Liberty Mutual
Model 43,Regression,[1],11/18/2023,[1733],[4.5],Liberty Mutual
Model 43,Regression,[1],11/19/2023,[3856],[3.15],Liberty Mutual
Model 43,Regression,[1],11/20/2023,[1187],[4.12],Liberty Mutual
Model 43,Regression,[1],11/21/2023,[1099],[4.17],Liberty Mutual
Model 43,Regression,[1],11/22/2023,[4284],[3.35],Liberty Mutual
Model 43,Regression,[1],11/23/2023,[1165],[1.06],Liberty Mutual
Model 43,Regression,[1],11/24/2023,[4135],[1.14],Liberty Mutual
Model 43,Regression,[1],11/25/2023,[1718],[0.68],Liberty Mutual
Model 43,Regression,[1],11/26/2023,[4066],[4.13],Liberty Mutual
Model 43,Regression,[1],11/27/2023,[4569],[1.91],Liberty Mutual
Model 43,Regression,[1],11/28/2023,[3834],[1.92],Liberty Mutual
Model 43,Regression,[1],11/29/2023,[2505],[0.58],Liberty Mutual
Model 43,Regression,[1],11/30/2023,[4879],[4.38],Liberty Mutual
Model 43,Regression,[1],12/1/2023,[1625],[2.25],Liberty Mutual
Model 43,Regression,[1],12/2/2023,[4102],[4.81],Liberty Mutual
Model 43,Regression,[1],12/3/2023,[3332],[2.99],Liberty Mutual
Model 43,Regression,[1],12/4/2023,[2055],[0.92],Liberty Mutual
Model 43,Regression,[1],12/5/2023,[4303],[2.09],Liberty Mutual
Model 43,Regression,[1],12/6/2023,[3427],[2.95],Liberty Mutual
Model 43,Regression,[1],12/7/2023,[2147],[0.6],Liberty Mutual
Model 43,Regression,[1],12/8/2023,[3345],[0.64],Liberty Mutual
Model 43,Regression,[1],12/9/2023,[2812],[3.5],Liberty Mutual
Model 43,Regression,[1],12/10/2023,[2431],[1.03],Liberty Mutual
Model 43,Regression,[1],12/11/2023,[1986],[1.88],Liberty Mutual
Model 43,Regression,[1],12/12/2023,[2622],[1.3],Liberty Mutual
Model 43,Regression,[1],12/13/2023,[4559],[0.1],Liberty Mutual
Model 43,Regression,[1],12/14/2023,[4377],[2.3],Liberty Mutual
Model 43,Regression,[1],12/15/2023,[1886],[3.33],Liberty Mutual
Model 43,Regression,[1],12/16/2023,[1157],[3.41],Liberty Mutual
Model 43,Regression,[1],12/17/2023,[1791],[3.88],Liberty Mutual
Model 43,Regression,[1],12/18/2023,[1766],[4.04],Liberty Mutual
Model 43,Regression,[1],12/19/2023,[4092],[1.11],Liberty Mutual
Model 43,Regression,[1],12/20/2023,[2972],[3.98],Liberty Mutual
Model 43,Regression,[1],12/21/2023,[3452],[3.73],Liberty Mutual
Model 43,Regression,[1],12/22/2023,[3762],[0.82],Liberty Mutual
Model 43,Regression,[1],12/23/2023,[2480],[4.0],Liberty Mutual
Model 43,Regression,[1],12/24/2023,[4493],[1.76],Liberty Mutual
Model 43,Regression,[1],12/25/2023,[4071],[4.42],Liberty Mutual
Model 43,Regression,[1],12/26/2023,[4947],[4.31],Liberty Mutual
Model 43,Regression,[1],12/27/2023,[1600],[0.3],Liberty Mutual
Model 43,Regression,[1],12/28/2023,[3736],[1.44],Liberty Mutual
Model 43,Regression,[1],12/29/2023,[1027],[2.64],Liberty Mutual
Model 43,Regression,[1],12/30/2023,[2172],[1.7],Liberty Mutual
Model 43,Regression,[1],12/31/2023,[4242],[3.4],Liberty Mutual
Model 43,Regression,[1],1/1/2024,[2079],[2.41],Liberty Mutual
Model 43,Regression,[1],1/2/2024,[3622],[4.38],Liberty Mutual
Model 43,Regression,[1],1/3/2024,[3833],[1.26],Liberty Mutual
Model 43,Regression,[1],1/4/2024,[4605],[1.09],Liberty Mutual
Model 44,Classification,[1],4/25/2021,[2011],"[[0.92, 0.71, 0.94]]",Liberty Mutual
Model 44,Classification,[1],4/26/2021,[3847],"[[0.87, 0.82, 0.85]]",Liberty Mutual
Model 44,Classification,[1],4/27/2021,[1922],"[[0.79, 0.83, 0.8]]",Liberty Mutual
Model 44,Classification,[1],4/28/2021,[3496],"[[0.91, 0.91, 0.91]]",Liberty Mutual
Model 44,Classification,[1],4/29/2021,[1829],"[[0.79, 0.92, 0.71]]",Liberty Mutual
Model 44,Classification,[1],4/30/2021,[2361],"[[0.82, 0.73, 0.89]]",Liberty Mutual
Model 44,Classification,[1],5/1/2021,[2652],"[[0.85, 0.85, 0.94]]",Liberty Mutual
Model 44,Classification,[1],5/2/2021,[3147],"[[0.89, 0.93, 0.94]]",Liberty Mutual
Model 44,Classification,[1],5/3/2021,[1415],"[[0.9, 0.86, 0.88]]",Liberty Mutual
Model 44,Classification,[1],5/4/2021,[3923],"[[0.87, 0.77, 0.85]]",Liberty Mutual
Model 44,Classification,[1],5/5/2021,[3389],"[[0.75, 0.78, 0.73]]",Liberty Mutual
Model 44,Classification,[1],5/6/2021,[2116],"[[0.76, 0.94, 0.84]]",Liberty Mutual
Model 44,Classification,[1],5/7/2021,[4361],"[[0.74, 0.86, 0.73]]",Liberty Mutual
Model 44,Classification,[1],5/8/2021,[2021],"[[0.88, 0.79, 0.89]]",Liberty Mutual
Model 44,Classification,[1],5/9/2021,[4983],"[[0.73, 0.74, 0.89]]",Liberty Mutual
Model 44,Classification,[1],5/10/2021,[1379],"[[0.84, 0.85, 0.88]]",Liberty Mutual
Model 44,Classification,[1],5/11/2021,[1968],"[[0.84, 0.95, 0.94]]",Liberty Mutual
Model 44,Classification,[1],5/12/2021,[4479],"[[0.84, 0.79, 0.91]]",Liberty Mutual
Model 44,Classification,[1],5/13/2021,[2028],"[[0.7, 0.77, 0.93]]",Liberty Mutual
Model 44,Classification,[1],5/14/2021,[1140],"[[0.76, 0.72, 0.83]]",Liberty Mutual
Model 44,Classification,[1],5/15/2021,[2746],"[[0.85, 0.73, 0.74]]",Liberty Mutual
Model 44,Classification,[1],5/16/2021,[1807],"[[0.92, 0.9, 0.74]]",Liberty Mutual
Model 44,Classification,[1],5/17/2021,[1792],"[[0.93, 0.83, 0.88]]",Liberty Mutual
Model 44,Classification,[1],5/18/2021,[1825],"[[0.84, 0.7, 0.87]]",Liberty Mutual
Model 44,Classification,[1],5/19/2021,[2463],"[[0.93, 0.9, 0.91]]",Liberty Mutual
Model 44,Classification,[1],5/20/2021,[1410],"[[0.85, 0.89, 0.92]]",Liberty Mutual
Model 44,Classification,[1],5/21/2021,[2316],"[[0.82, 0.84, 0.72]]",Liberty Mutual
Model 44,Classification,[1],5/22/2021,[4808],"[[0.83, 0.88, 0.73]]",Liberty Mutual
Model 44,Classification,[1],5/23/2021,[4332],"[[0.81, 0.75, 0.86]]",Liberty Mutual
Model 44,Classification,[1],5/24/2021,[1964],"[[0.82, 0.79, 0.8]]",Liberty Mutual
Model 44,Classification,[1],5/25/2021,[2148],"[[0.77, 0.88, 0.94]]",Liberty Mutual
Model 44,Classification,[1],5/26/2021,[3549],"[[0.83, 0.93, 0.92]]",Liberty Mutual
Model 44,Classification,[1],5/27/2021,[4491],"[[0.84, 0.8, 0.88]]",Liberty Mutual
Model 44,Classification,[1],5/28/2021,[2558],"[[0.86, 0.7, 0.86]]",Liberty Mutual
Model 44,Classification,[1],5/29/2021,[2328],"[[0.9, 0.86, 0.82]]",Liberty Mutual
Model 44,Classification,[1],5/30/2021,[4096],"[[0.72, 0.92, 0.89]]",Liberty Mutual
Model 44,Classification,[1],5/31/2021,[4447],"[[0.84, 0.87, 0.81]]",Liberty Mutual
Model 44,Classification,[1],6/1/2021,[3351],"[[0.81, 0.71, 0.87]]",Liberty Mutual
Model 44,Classification,[1],6/2/2021,[4964],"[[0.73, 0.88, 0.75]]",Liberty Mutual
Model 44,Classification,[1],6/3/2021,[2332],"[[0.9, 0.8, 0.83]]",Liberty Mutual
Model 44,Classification,[1],6/4/2021,[3039],"[[0.7, 0.82, 0.82]]",Liberty Mutual
Model 44,Classification,[1],6/5/2021,[2671],"[[0.71, 0.72, 0.85]]",Liberty Mutual
Model 44,Classification,[1],6/6/2021,[1609],"[[0.91, 0.89, 0.74]]",Liberty Mutual
Model 44,Classification,[1],6/7/2021,[1243],"[[0.71, 0.83, 0.78]]",Liberty Mutual
Model 44,Classification,[1],6/8/2021,[2659],"[[0.87, 0.73, 0.75]]",Liberty Mutual
Model 44,Classification,[1],6/9/2021,[1211],"[[0.81, 0.92, 0.71]]",Liberty Mutual
Model 44,Classification,[1],6/10/2021,[2175],"[[0.8, 0.87, 0.82]]",Liberty Mutual
Model 44,Classification,[1],6/11/2021,[2588],"[[0.88, 0.81, 0.71]]",Liberty Mutual
Model 44,Classification,[1],6/12/2021,[4320],"[[0.84, 0.79, 0.93]]",Liberty Mutual
Model 44,Classification,[1],6/13/2021,[2944],"[[0.72, 0.81, 0.89]]",Liberty Mutual
Model 44,Classification,[1],6/14/2021,[3907],"[[0.78, 0.74, 0.79]]",Liberty Mutual
Model 44,Classification,[1],6/15/2021,[4448],"[[0.92, 0.78, 0.74]]",Liberty Mutual
Model 44,Classification,[1],6/16/2021,[3222],"[[0.73, 0.78, 0.95]]",Liberty Mutual
Model 44,Classification,[1],6/17/2021,[3746],"[[0.77, 0.74, 0.83]]",Liberty Mutual
Model 44,Classification,[1],6/18/2021,[3295],"[[0.76, 0.86, 0.91]]",Liberty Mutual
Model 44,Classification,[1],6/19/2021,[2964],"[[0.71, 0.73, 0.8]]",Liberty Mutual
Model 44,Classification,[1],6/20/2021,[3358],"[[0.9, 0.87, 0.87]]",Liberty Mutual
Model 44,Classification,[1],6/21/2021,[4445],"[[0.84, 0.93, 0.7]]",Liberty Mutual
Model 44,Classification,[1],6/22/2021,[1047],"[[0.77, 0.82, 0.89]]",Liberty Mutual
Model 44,Classification,[1],6/23/2021,[1279],"[[0.78, 0.86, 0.79]]",Liberty Mutual
Model 44,Classification,[1],6/24/2021,[2781],"[[0.91, 0.84, 0.81]]",Liberty Mutual
Model 44,Classification,[1],6/25/2021,[4628],"[[0.89, 0.82, 0.77]]",Liberty Mutual
Model 44,Classification,[1],6/26/2021,[4771],"[[0.94, 0.77, 0.72]]",Liberty Mutual
Model 44,Classification,[1],6/27/2021,[2234],"[[0.74, 0.83, 0.89]]",Liberty Mutual
Model 44,Classification,[1],6/28/2021,[3677],"[[0.87, 0.77, 0.8]]",Liberty Mutual
Model 44,Classification,[1],6/29/2021,[2695],"[[0.75, 0.8, 0.79]]",Liberty Mutual
Model 44,Classification,[1],6/30/2021,[3970],"[[0.77, 0.8, 0.76]]",Liberty Mutual
Model 44,Classification,[1],7/1/2021,[3553],"[[0.78, 0.93, 0.8]]",Liberty Mutual
Model 44,Classification,[1],7/2/2021,[1226],"[[0.75, 0.88, 0.87]]",Liberty Mutual
Model 44,Classification,[1],7/3/2021,[3509],"[[0.77, 0.93, 0.77]]",Liberty Mutual
Model 44,Classification,[1],7/4/2021,[1156],"[[0.71, 0.74, 0.73]]",Liberty Mutual
Model 44,Classification,[1],7/5/2021,[1411],"[[0.89, 0.85, 0.75]]",Liberty Mutual
Model 44,Classification,[1],7/6/2021,[1343],"[[0.78, 0.74, 0.75]]",Liberty Mutual
Model 44,Classification,[1],7/7/2021,[2718],"[[0.92, 0.78, 0.91]]",Liberty Mutual
Model 44,Classification,[1],7/8/2021,[1020],"[[0.89, 0.72, 0.91]]",Liberty Mutual
Model 44,Classification,[1],7/9/2021,[4706],"[[0.84, 0.9, 0.9]]",Liberty Mutual
Model 44,Classification,[1],7/10/2021,[4791],"[[0.88, 0.73, 0.94]]",Liberty Mutual
Model 44,Classification,[1],7/11/2021,[1879],"[[0.92, 0.85, 0.93]]",Liberty Mutual
Model 44,Classification,[1],7/12/2021,[1429],"[[0.84, 0.94, 0.7]]",Liberty Mutual
Model 44,Classification,[1],7/13/2021,[3135],"[[0.9, 0.92, 0.94]]",Liberty Mutual
Model 44,Classification,[1],7/14/2021,[3785],"[[0.79, 0.75, 0.95]]",Liberty Mutual
Model 44,Classification,[1],7/15/2021,[2810],"[[0.83, 0.92, 0.86]]",Liberty Mutual
Model 44,Classification,[1],7/16/2021,[4250],"[[0.77, 0.86, 0.75]]",Liberty Mutual
Model 44,Classification,[1],7/17/2021,[1037],"[[0.95, 0.71, 0.84]]",Liberty Mutual
Model 44,Classification,[1],7/18/2021,[2846],"[[0.74, 0.77, 0.94]]",Liberty Mutual
Model 44,Classification,[1],7/19/2021,[4386],"[[0.94, 0.77, 0.77]]",Liberty Mutual
Model 44,Classification,[1],7/20/2021,[2857],"[[0.92, 0.75, 0.87]]",Liberty Mutual
Model 44,Classification,[1],7/21/2021,[4815],"[[0.95, 0.71, 0.78]]",Liberty Mutual
Model 44,Classification,[1],7/22/2021,[3338],"[[0.93, 0.88, 0.9]]",Liberty Mutual
Model 45,Multi-Class,"[1,2]",3/17/2021,"[2582, 1320]","[[0.78, 0.84, 0.82], [0.79, 0.86, 0.84]]",Allstate
Model 45,Multi-Class,"[1,2]",3/18/2021,"[1973, 4573]","[[0.83, 0.71, 0.74], [0.86, 0.77, 0.88]]",Allstate
Model 45,Multi-Class,"[1,2]",3/19/2021,"[2848, 4742]","[[0.84, 0.7, 0.88], [0.78, 0.95, 0.76]]",Allstate
Model 45,Multi-Class,"[1,2]",3/20/2021,"[2838, 2382]","[[0.83, 0.88, 0.91], [0.81, 0.84, 0.79]]",Allstate
Model 45,Multi-Class,"[1,2]",3/21/2021,"[4893, 2013]","[[0.75, 0.71, 0.78], [0.82, 0.91, 0.72]]",Allstate
Model 45,Multi-Class,"[1,2]",3/22/2021,"[2716, 2331]","[[0.72, 0.71, 0.75], [0.74, 0.94, 0.74]]",Allstate
Model 45,Multi-Class,"[1,2]",3/23/2021,"[4444, 4147]","[[0.76, 0.71, 0.74], [0.93, 0.74, 0.81]]",Allstate
Model 45,Multi-Class,"[1,2]",3/24/2021,"[4617, 4758]","[[0.88, 0.9, 0.88], [0.92, 0.94, 0.9]]",Allstate
Model 45,Multi-Class,"[1,2]",3/25/2021,"[2452, 1976]","[[0.81, 0.85, 0.89], [0.93, 0.72, 0.7]]",Allstate
Model 45,Multi-Class,"[1,2]",3/26/2021,"[3572, 1701]","[[0.77, 0.87, 0.78], [0.84, 0.72, 0.76]]",Allstate
Model 45,Multi-Class,"[1,2]",3/27/2021,"[3996, 3582]","[[0.82, 0.93, 0.91], [0.92, 0.83, 0.94]]",Allstate
Model 45,Multi-Class,"[1,2]",3/28/2021,"[3885, 1371]","[[0.71, 0.87, 0.76], [0.87, 0.82, 0.75]]",Allstate
Model 45,Multi-Class,"[1,2]",3/29/2021,"[3912, 1414]","[[0.83, 0.94, 0.79], [0.91, 0.77, 0.88]]",Allstate
Model 45,Multi-Class,"[1,2]",3/30/2021,"[3018, 3233]","[[0.94, 0.83, 0.74], [0.79, 0.88, 0.81]]",Allstate
Model 45,Multi-Class,"[1,2]",3/31/2021,"[4748, 2013]","[[0.8, 0.89, 0.92], [0.8, 0.83, 0.85]]",Allstate
Model 45,Multi-Class,"[1,2]",4/1/2021,"[1035, 2939]","[[0.82, 0.88, 0.86], [0.73, 0.8, 0.79]]",Allstate
Model 45,Multi-Class,"[1,2]",4/2/2021,"[2422, 2628]","[[0.71, 0.84, 0.71], [0.79, 0.7, 0.92]]",Allstate
Model 45,Multi-Class,"[1,2]",4/3/2021,"[1843, 3331]","[[0.93, 0.83, 0.93], [0.78, 0.82, 0.82]]",Allstate
Model 45,Multi-Class,"[1,2]",4/4/2021,"[3136, 1190]","[[0.92, 0.82, 0.92], [0.7, 0.93, 0.75]]",Allstate
Model 45,Multi-Class,"[1,2]",4/5/2021,"[1542, 3024]","[[0.8, 0.75, 0.74], [0.73, 0.75, 0.81]]",Allstate
Model 45,Multi-Class,"[1,2]",4/6/2021,"[4387, 2124]","[[0.93, 0.84, 0.73], [0.88, 0.76, 0.81]]",Allstate
Model 45,Multi-Class,"[1,2]",4/7/2021,"[2967, 1967]","[[0.9, 0.93, 0.83], [0.8, 0.78, 0.81]]",Allstate
Model 45,Multi-Class,"[1,2]",4/8/2021,"[2997, 4098]","[[0.85, 0.86, 0.92], [0.88, 0.81, 0.72]]",Allstate
Model 45,Multi-Class,"[1,2]",4/9/2021,"[2250, 2324]","[[0.92, 0.91, 0.83], [0.73, 0.94, 0.79]]",Allstate
Model 45,Multi-Class,"[1,2]",4/10/2021,"[1509, 4075]","[[0.72, 0.87, 0.78], [0.95, 0.82, 0.79]]",Allstate
Model 45,Multi-Class,"[1,2]",4/11/2021,"[2846, 1646]","[[0.93, 0.76, 0.94], [0.77, 0.75, 0.81]]",Allstate
Model 45,Multi-Class,"[1,2]",4/12/2021,"[2617, 1055]","[[0.72, 0.82, 0.72], [0.82, 0.77, 0.75]]",Allstate
Model 45,Multi-Class,"[1,2]",4/13/2021,"[4654, 4605]","[[0.85, 0.79, 0.89], [0.76, 0.87, 0.92]]",Allstate
Model 45,Multi-Class,"[1,2]",4/14/2021,"[2960, 4161]","[[0.84, 0.71, 0.71], [0.71, 0.94, 0.78]]",Allstate
Model 45,Multi-Class,"[1,2]",4/15/2021,"[4565, 2178]","[[0.94, 0.7, 0.93], [0.85, 0.7, 0.83]]",Allstate
Model 45,Multi-Class,"[1,2]",4/16/2021,"[2546, 4941]","[[0.75, 0.73, 0.76], [0.82, 0.87, 0.74]]",Allstate
Model 45,Multi-Class,"[1,2]",4/17/2021,"[2008, 3113]","[[0.9, 0.8, 0.93], [0.72, 0.94, 0.93]]",Allstate
Model 45,Multi-Class,"[1,2]",4/18/2021,"[2989, 2238]","[[0.78, 0.92, 0.83], [0.75, 0.95, 0.88]]",Allstate
Model 45,Multi-Class,"[1,2]",4/19/2021,"[4658, 3209]","[[0.72, 0.93, 0.86], [0.88, 0.72, 0.89]]",Allstate
Model 45,Multi-Class,"[1,2]",4/20/2021,"[1857, 2072]","[[0.73, 0.93, 0.91], [0.73, 0.88, 0.91]]",Allstate
Model 45,Multi-Class,"[1,2]",4/21/2021,"[4818, 2969]","[[0.87, 0.9, 0.89], [0.87, 0.93, 0.94]]",Allstate
Model 45,Multi-Class,"[1,2]",4/22/2021,"[3941, 1381]","[[0.8, 0.71, 0.95], [0.89, 0.92, 0.78]]",Allstate
Model 45,Multi-Class,"[1,2]",4/23/2021,"[2133, 2499]","[[0.79, 0.86, 0.73], [0.77, 0.81, 0.78]]",Allstate
Model 45,Multi-Class,"[1,2]",4/24/2021,"[2553, 4724]","[[0.72, 0.81, 0.72], [0.72, 0.71, 0.89]]",Allstate
Model 45,Multi-Class,"[1,2]",4/25/2021,"[2144, 2123]","[[0.85, 0.7, 0.76], [0.93, 0.78, 0.88]]",Allstate
Model 45,Multi-Class,"[1,2]",4/26/2021,"[4442, 4928]","[[0.83, 0.77, 0.87], [0.86, 0.78, 0.79]]",Allstate
Model 45,Multi-Class,"[1,2]",4/27/2021,"[4471, 1746]","[[0.73, 0.71, 0.85], [0.86, 0.79, 0.9]]",Allstate
Model 45,Multi-Class,"[1,2]",4/28/2021,"[1618, 2444]","[[0.88, 0.85, 0.77], [0.76, 0.91, 0.73]]",Allstate
Model 45,Multi-Class,"[1,2]",4/29/2021,"[3803, 2637]","[[0.82, 0.91, 0.9], [0.93, 0.79, 0.94]]",Allstate
Model 45,Multi-Class,"[1,2]",4/30/2021,"[2373, 4237]","[[0.74, 0.82, 0.94], [0.84, 0.89, 0.74]]",Allstate
